<<<<<<< HEAD
battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
0.8683684491699529,-0.9900495037128095,1.3210955615546396,0.981177118456265,0.38948397853494693,-1.0439655927422493,-1.490889955476981,1.3811654758957816,1.2927369539303928,0.6468424962717766,1.333295139079145,-0.47582227905686936,0.20246758747230786,-0.9573540827346098,1.351671669485119,1.8903368717197957,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.1507145585610852,-0.9900495037128095,0.7082003810607219,-1.019183979313898,0.15908825032734747,0.9578859753157553,-1.3806435313202894,-1.0464951220377958,0.95366582002808,1.0840459408623657,0.013772517364150388,-0.4510290686165944,0.36447035508327374,-0.665042924786413,0.6394533488641729,0.5127076684744689,-1.6495840959342845,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.49513856507006043,-0.9900495037128095,-0.2724319077295465,-1.019183979313898,0.6198797067425464,-1.0439655927422493,-1.2703971071635978,0.6875481622004737,1.462272520881549,-1.10197128209058,0.34365317279289903,0.5767622005438945,1.253171251692001,-0.7093045512265185,-1.4972016129986656,-1.094526401978412,0.5471764357726754,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.604317007347179,-0.9900495037128095,-0.027273835531979467,-1.019183979313898,1.7718583477805439,0.9578859753157553,0.10768319479504852,0.6875481622004737,0.049476129621912605,1.5212493854529547,0.838474155936022,-0.3112855188623174,-0.6445754546078852,0.628687531369171,-1.259795506125017,-0.8649215347708576,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.5406646757291594,-0.9900495037128095,1.5662536337522064,0.981177118456265,-0.7624946625030504,-1.0439655927422493,0.4384224672651236,-1.0464951220377958,-0.6569220660079056,-0.6647678374999909,-0.4810484657789726,0.6240946932026011,1.3526872375101657,1.410642931811035,0.16464113511687545,0.7423125356820234,-0.18507707479631122,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.16271373395391928,-0.9900495037128095,-0.14985287163076313,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,0.05255998271670267,-0.3528778083424879,-0.9959931999102184,-1.539174726681169,0.6735338282216478,0.3626390194687926,-0.5450594687897206,-0.7590988809716372,0.16464113511687545,1.4311271373046865,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-1.6560543868770834,-0.9900495037128095,-0.7627480521246808,0.981177118456265,2.4630455324033425,0.9578859753157553,-0.44354892598840995,0.34073950535281977,-0.12005943732924378,-0.6647678374999909,1.333295139079145,-0.6268354699203622,0.02889319360341583,0.23402136227823017,1.351671669485119,-0.6353166675633032,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.3601346675929404,1.0100505037878158,-0.5175899799271135,-1.019183979313898,-0.9928903907106499,0.9578859753157553,-1.3806435313202894,1.3811654758957816,1.462272520881549,-1.539174726681169,-1.14080977663647,-0.5141390588282034,-1.139841058447124,1.3562380159784053,-1.259795506125017,-0.1761069331481943,1.4624933239839086,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.9868205601883291,-0.9900495037128095,-0.8853270882234643,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,0.10768319479504852,0.34073950535281977,-1.4763439729384948,0.6468424962717766,-1.3057501043508444,1.3904302886292814,0.6630183125377681,1.4041881112885197,1.351671669485119,1.2015222700971322,-0.36814045243855786,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1.2803797506347983,-0.9900495037128095,-1.253064196519815,0.981177118456265,0.38948397853494693,-1.0439655927422493,1.0999010122052737,1.3811654758957816,-0.5721542825323275,0.6468424962717766,0.013772517364150388,-1.2286343051524906,1.0564536053072566,-1.7208671388264298,0.40204724199052416,0.5127076684744689,-0.36814045243855786,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.1256751976985808,-0.9900495037128095,0.21788423666558757,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.05255998271670267,-0.006069151494834045,-0.9959931999102184,-0.22756439290940172,-1.3057501043508444,1.3678910064108498,1.6466065444614897,0.5309431063139379,-0.7849832923777195,-0.6353166675633032,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.7955266721153946,1.0100505037878158,1.198516525455856,-1.019183979313898,1.7718583477805439,0.9578859753157553,-1.546013167555327,-0.6996864651901419,0.219011696573069,0.2096390516811874,1.6631757945078938,-1.1249536069477044,-0.9940385675972546,0.35205236611851154,-1.7346077198723144,-0.6353166675633032,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.3554978332223115,-0.9900495037128095,0.7082003810607219,-1.019183979313898,0.6198797067425464,0.9578859753157553,0.4384224672651236,-1.3933037788854497,-1.1655287668613747,-0.22756439290940172,0.17871284507852472,-1.4540271273368084,1.702150350499535,1.4456833860761185,0.16464113511687545,-1.3241312691859664,0.9133031910571687,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.3562839275598087,-0.9900495037128095,-0.8853270882234643,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,0.3281760431084319,-1.3933037788854497,1.6318080878327055,1.5212493854529547,-0.8109291212077213,0.7683460994005645,-0.14005254976230574,0.19621455636064006,-1.4972016129986656,-1.094526401978412,1.0963665686994153,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.822842338510854,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.7624946625030504,0.9578859753157553,-0.8845346226151768,-0.6996864651901419,-1.3068084059873384,-0.22756439290940172,1.0034144836503964,1.50988848438697,1.0610822558104271,-0.04722438905994025,-0.7849832923777195,-0.1761069331481943,-1.2834573406497911,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.18100840152227773,-0.9900495037128095,1.4436745976534233,-1.019183979313898,2.0022540759881435,0.9578859753157553,-0.22305607767502658,-1.0464951220377958,-1.7023913955400367,1.5212493854529547,1.333295139079145,-0.6020422594800873,-1.1583556604598058,0.34190907672598736,-0.5475771855040708,-1.3241312691859664,-0.36814045243855786,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.07166151263572139,1.0100505037878158,-1.1304851604210315,0.981177118456265,-0.532098934295451,0.9578859753157553,-0.002563229361643179,-0.006069151494834045,-1.1090169112109893,1.0840459408623657,-0.6459887934933469,-0.7801025890056983,-0.9408090868107943,1.51760852904129,-1.7346077198723144,-0.6353166675633032,0.3641130581304287,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.721983024028058,1.0100505037878158,0.4630423088631546,-1.019183979313898,0.38948397853494693,-1.0439655927422493,-1.2703971071635978,1.0343568190481278,-0.03529165385366558,0.6468424962717766,1.333295139079145,2.6706615186362064,1.6466065444614897,-0.8494663682868526,0.40204724199052416,1.4311271373046865,1.279429946341662,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.021667014215431445,-0.9900495037128095,-1.253064196519815,0.981177118456265,2.4630455324033425,-1.0439655927422493,-0.9947810467718684,1.0343568190481278,1.4340165930563564,-1.10197128209058,1.0034144836503964,-1.183555740715627,1.4498888980767453,-0.4216039793658327,1.1142655626114704,0.053497934059360104,1.0963665686994153,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
0.3766864540516843,-0.9900495037128095,0.7082003810607219,-1.019183979313898,2.6934412606109417,-1.0439655927422493,0.658915315578507,1.3811654758957816,0.3037794800486472,-1.539174726681169,1.6631757945078938,2.3844126344621226,1.4545175485799158,-0.8559211888093681,-0.5475771855040708,0.053497934059360104,-1.1003939630075446,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-0.8525185337439871,-0.9900495037128095,0.0953052005668042,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.1550242242836197,-0.6996864651901419,-1.4763439729384948,0.6468424962717766,-1.4706904320652185,-0.8634979332138959,0.4269571368760749,-1.5041695927134133,1.351671669485119,0.7423125356820234,-0.18507707479631122,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.6156985350119537,-0.9900495037128095,-1.1304851604210315,0.981177118456265,0.15908825032734747,-1.0439655927422493,0.9896545880485821,-0.6996864651901419,-1.674135467714844,-0.22756439290940172,-0.31610813806459825,0.8224403767248007,1.0009097992692113,-0.5387128659886119,-0.07276497175677328,0.5127076684744689,-1.4665207182920377,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.10808240116300054,1.0100505037878158,0.9533584532582887,-1.019183979313898,1.311066891365345,0.9578859753157553,-0.8845346226151768,-1.3933037788854497,-1.1937846946865676,-1.10197128209058,1.333295139079145,-1.4134564193436312,-1.364330607850891,-1.567795680721065,-0.5475771855040708,-0.1761069331481943,-1.2834573406497911,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.42229678801550213,1.0100505037878158,-0.8853270882234643,0.981177118456265,0.6198797067425464,0.9578859753157553,0.7140385276568528,-0.6996864651901419,-1.052505055560604,-1.539174726681169,0.34365317279289903,-0.115193763561961,1.192998795150785,0.8868803522697865,1.1142655626114704,0.053497934059360104,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.214366890179105,1.0100505037878158,0.0953052005668042,-1.019183979313898,2.9238369888185414,0.9578859753157553,0.7140385276568528,-0.006069151494834045,0.5298269026501891,-1.10197128209058,1.333295139079145,0.4325107943459311,0.3552130540769329,-0.9020270496844779,-1.4972016129986656,-1.094526401978412,1.0963665686994153,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.6172729695121304,1.0100505037878158,-0.14985287163076313,-1.019183979313898,0.6198797067425464,-1.0439655927422493,1.375517072597003,-0.6996864651901419,0.13424391309749079,1.0840459408623657,0.17871284507852472,0.6894586116360534,-0.17013877803291372,-1.6304996515112145,-1.7346077198723144,-0.6353166675633032,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
0.9890126424165651,1.0100505037878158,0.0953052005668042,-1.019183979313898,-0.532098934295451,-1.0439655927422493,0.5486688914218153,-0.006069151494834045,1.1797132426296217,0.2096390516811874,-0.6459887934933469,-0.9716864878623684,-1.3249870785739422,0.894257290009804,-0.07276497175677328,-0.4057118003557487,1.6455567016261552,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-0.51790162039961,-0.9900495037128095,-0.5175899799271135,-1.019183979313898,-0.07130747788025202,0.9578859753157553,0.2179296189517402,-1.0464951220377958,-0.26133907645520743,1.0840459408623657,1.333295139079145,-0.36988765263024004,-1.162984310962976,0.126133647830473,-1.259795506125017,0.053497934059360104,0.9133031910571687,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.5656198132869449,-0.9900495037128095,-0.027273835531979467,-1.019183979313898,0.15908825032734747,0.9578859753157553,0.5486688914218153,1.0343568190481278,-0.5721542825323275,-1.10197128209058,-0.4810484657789726,0.4775893587827947,-0.6075462505825217,-0.11177259428509412,-0.07276497175677328,-0.4057118003557487,-1.4665207182920377,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.9799916435894642,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.9928903907106499,-1.0439655927422493,-1.3255203192419436,-1.3933037788854497,1.462272520881549,-0.22756439290940172,-1.4706904320652185,-0.06109948623772473,1.4799751263473533,1.5102315913012725,0.6394533488641729,0.7423125356820234,0.18104968048818207,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.1803065304894995,1.0100505037878158,-0.14985287163076313,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.5960099209103864,0.34073950535281977,-1.250296550336953,1.0840459408623657,-0.31610813806459825,1.5820141874859515,1.1143117365968873,0.6222327108466555,-1.7346077198723144,-0.6353166675633032,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1.2462351676404742,-0.9900495037128095,-1.253064196519815,-1.019183979313898,1.0806711631577455,0.9578859753157553,1.430640284675349,0.6875481622004737,0.5863387583005745,1.0840459408623657,0.013772517364150388,-0.9333697080910344,0.9708235709986033,0.5899586082340786,-0.7849832923777195,-0.6353166675633032,-0.7342672077230512,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.8365001717085836,-0.9900495037128095,-0.14985287163076313,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,1.375517072597003,-1.3933037788854497,0.38854726352422536,-0.22756439290940172,-0.9758694489220956,1.0861499786804525,1.5563478596496658,1.2262194883105955,0.16464113511687545,0.5127076684744689,1.6455567016261552,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
1.464760498804149,1.0100505037878158,-0.2724319077295465,0.981177118456265,0.8502754349501459,-1.0439655927422493,0.8242849518135446,-1.0464951220377958,-0.007035726028472855,-1.10197128209058,0.5085935005072734,-1.1858096689374702,-1.3874738603667431,0.34651966281349833,1.1142655626114704,-1.094526401978412,-0.002013697154064573,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
1.5216681371280227,-0.9900495037128095,0.5856213449619383,-1.019183979313898,2.0022540759881435,-1.0439655927422493,1.2652706484403113,1.3811654758957816,-0.9959931999102184,1.0840459408623657,0.838474155936022,0.15302369483737713,0.6051601812481374,-1.6950478567363683,0.40204724199052416,-0.4057118003557487,1.0963665686994153,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.17864787268460391,-0.9900495037128095,0.3404632727643712,0.981177118456265,-0.532098934295451,-1.0439655927422493,0.6037921035001611,-0.006069151494834045,-0.7699457773086765,0.2096390516811874,-1.14080977663647,-1.0505739756268795,-1.477732545178567,1.2096213783955558,0.8768594557378216,1.6607320045122411,-1.1003939630075446,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-1.5741073876907055,-0.9900495037128095,0.4630423088631546,0.981177118456265,-0.7624946625030504,-1.0439655927422493,0.27305283103008604,-0.3528778083424879,0.38854726352422536,0.2096390516811874,-0.9758694489220956,-0.6178197570329895,-1.6443639632927034,0.535553692401449,1.1142655626114704,-0.6353166675633032,-0.18507707479631122,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.4154678714166373,1.0100505037878158,0.7082003810607219,0.981177118456265,0.8502754349501459,0.9578859753157553,0.27305283103008604,0.6875481622004737,-1.1090169112109893,-0.6647678374999909,0.17871284507852472,0.6060632674278558,-0.6306895030983739,0.4857593626563303,0.6394533488641729,-0.1761069331481943,-1.4665207182920377,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.0551097261769775,-0.9900495037128095,-0.6401690160258973,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,0.7691617397351987,0.6875481622004737,0.5298269026501891,-1.10197128209058,1.0034144836503964,0.48885899989201054,1.417488344554552,-1.4350108014007485,1.1142655626114704,2.1199417389273503,-0.002013697154064573,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.8023555887142594,1.0100505037878158,0.8307794171595057,-1.019183979313898,-0.3017032060878515,0.9578859753157553,0.9345313759702363,-0.3528778083424879,0.38854726352422536,0.6468424962717766,-0.4810484657789726,1.665409531694149,1.4614605243346714,1.4558266754686426,1.1142655626114704,0.053497934059360104,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.5315594535973396,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,0.7691617397351987,-0.3528778083424879,-0.20482722080482196,1.5212493854529547,1.1683548113647708,-1.0573357602924092,0.7046761670663022,1.6227298918365405,1.1142655626114704,-1.3241312691859664,1.6455567016261552,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.8547106159722232,-0.9900495037128095,-0.3950109438283302,-1.019183979313898,-0.7624946625030504,0.9578859753157553,-1.2703971071635978,-1.3933037788854497,0.5863387583005745,-0.6647678374999909,-1.3057501043508444,-1.0640975449579386,-0.07525144271791939,-0.26945463847797,0.6394533488641729,0.5127076684744689,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
